"ID";"Gene.Title";"Gene.Symbol";"Entrez.Gene";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"11743184_a_at";"cytochrome b5 reductase 1";"CYB5R1";"51706";0,985785477175327;6,91081981770784;4,19371731395288;0,000264227699270203;"1.069e-03";0,218832319810774
"11730731_s_at";"DnaJ (Hsp40) homolog, subfamily B, member 9";"DNAJB9";"4189";0,822682608139635;7,42407882820325;4,19324774061688;0,000264558476688506;"1.070e-03";0,21762787122493
"11731322_at";"chromosome 22 open reading frame 31";"C22orf31";"25770";-0,635832469323386;6,43917490025462;-4,19300299768717;0,000264731041080517;"1.070e-03";0,217000119474528
"11742374_at";"long intergenic non-protein coding RNA 1599";"LINC01599";"196913";-0,675289186105806;6,06177581659214;-4,19187125742843;0,000265530461699374;"1.073e-03";0,214097360837059
"11763278_s_at";"FGFR1 oncogene partner 2";"FGFR1OP2";"26127";0,921584535174217;8,49333336200818;4,19157152721175;0,000265742579827514;"1.073e-03";0,213328619002356
"11720444_s_at";"ER lipid raft associated 1";"ERLIN1";"10613";0,830686257270213;6,22696748097571;4,19125971231245;0,000265963428059628;"1.074e-03";0,212528893783768
"11721180_at";"family with sequence similarity 175, member B";"FAM175B";"23172";0,831684751858544;7,19378468815104;4,19102847287459;0,000266127324524796;"1.074e-03";0,211935831303295
"11735499_a_at";"glutamate receptor, metabotropic 7";"GRM7";"2917";0,800918654791959;6,73928916288187;4,19087483626946;0,00026623627334319;"1.074e-03";0,211541801174974
"11761687_a_at";"ectonucleoside triphosphate diphosphohydrolase 6 (putative)";"ENTPD6";"955";-0,763007928018343;6,73943598744176;-4,1899256013533;0,000266910385952781;"1.076e-03";0,209107370069309
"11741152_x_at";"pleiomorphic adenoma gene-like 1";"PLAGL1";"5325";0,944144382984572;5,80457131882727;4,18915411555186;0,000267459510453701;"1.078e-03";0,207128876557729
"11716648_a_at";"DEAH (Asp-Glu-Ala-His) box polypeptide 40";"DHX40";"79665";1,12768178451879;7,36203502431214;4,18814344426521;0,000268180571663435;"1.080e-03";0,204537092017336
"11718171_a_at";"ring finger and WD repeat domain 2, E3 ubiquitin protein ligase";"RFWD2";"64326";0,867229378715722;8,39450152366348;4,18805443607354;0,000268244166371055;"1.080e-03";0,204308843482776
"11739247_a_at";"family with sequence similarity 208, member B";"FAM208B";"54906";1,0156470087752;7,52268906773256;4,18836237711197;0,00026802421160869;"1.080e-03";0,205098517357852
"11729936_a_at";"chloride channel, voltage-sensitive Ka";"CLCNKA";"1187";-0,779512586812706;7,16729770864366;-4,18680918563802;0,00026913543976095;"1.083e-03";0,20111567801136
"11760638_at";"uncharacterized LOC84843";"LOC84843";"84843";-0,829910914056684;6,27434191368364;-4,18644547198068;0,000269396315558961;"1.083e-03";0,200183050372457
"11760571_at";"uncharacterized LOC100506766";"LOC100506766";"100506766";-0,802444046464794;6,06110010172383;-4,1857930208586;0,000269864916649225;"1.085e-03";0,198510086710635
"11732413_a_at";"leucine rich repeat containing 8 family, member B";"LRRC8B";"23507";0,740435952939483;6,79029977057604;4,18539677537152;0,000270149899870062;"1.085e-03";0,197494089829235
"11728305_s_at";"GULP, engulfment adaptor PTB domain containing 1";"GULP1";"51454";1,1481216810389;6,93261796162128;4,18518568866741;0,000270301836718409;"1.086e-03";0,19695285859449
"11748458_x_at";"ataxin 2-like";"ATXN2L";"11273";-0,630600597041006;9,68184020075085;-4,18488388318807;0,000270519218247983;"1.086e-03";0,196179031445283
"11716061_a_at";"family with sequence similarity 162, member A";"FAM162A";"26355";0,932934278090338;9,540058039474;4,18061134133482;0,000273615208560349;"1.097e-03";0,185225420752903
"11731005_at";"MIS18 binding protein 1";"MIS18BP1";"55320";0,786871808211469;5,76231830270127;4,18060812333479;0,000273617553553481;"1.097e-03";0,185217171510829
"11742489_at";"ankyrin repeat and SOCS box containing 18";"ASB18";"401036";-0,759236115149002;6,37884676466654;-4,18053903647281;0,000273667902725726;"1.097e-03";0,185040069805108
"11722954_x_at";"BCL2-interacting killer (apoptosis-inducing)";"BIK";"638";-0,644721449072742;6,33467017595802;-4,17924540322984;0,000274612370770512;"1.100e-03";0,181723992003314
"11735288_x_at";"adaptor-related protein complex 4, sigma 1 subunit";"AP4S1";"11154";-0,568281483287193;5,94807930315884;-4,17939549454913;0,000274502625659449;"1.100e-03";0,182108723363598
"11730906_at";"PDS5 cohesin associated factor B";"PDS5B";"23047";0,880079821290202;8,69136198628993;4,1789447492277;0,000274832336118219;"1.100e-03";0,180953329101216
"11755134_a_at";"phospholipase C, eta 2";"PLCH2";"9651";-0,549779923303888;8,02896548072423;-4,17832797067847;0,000275284130691367;"1.102e-03";0,179372381549824
"11760566_at";"long intergenic non-protein coding RNA 260";"LINC00260";"84719";-0,715469189161785;4,7993418543405;-4,17728597891031;0,000276049065275943;"1.104e-03";0,176701616250265
"11743301_a_at";"signal recognition particle 72kDa";"SRP72";"6731";0,929410468120254;7,24493654739274;4,17707233675576;0,000276206161063145;"1.105e-03";0,176154038637057
"11745789_a_at";"transmembrane protein 135";"TMEM135";"65084";1,10877223124725;6,79582159008313;4,1764197667008;0,000276686557616477;"1.106e-03";0,174481496353761
"11717307_s_at";"isoleucyl-tRNA synthetase 2, mitochondrial";"IARS2";"55699";0,826142202141984;8,84442156560037;4,17617955860899;0,000276863597293223;"1.106e-03";0,173865853909528
"11749441_x_at";"WD repeat domain 41";"WDR41";"55255";0,803418685644607;8,63073664187949;4,1758270767653;0,000277123588396486;"1.107e-03";0,172962471428858
"11743631_a_at";"Alstrom syndrome protein 1";"ALMS1";"7840";-0,588717419457552;7,84579358172368;-4,17399830692666;0,0002784763704526;"1.111e-03";0,168275721015266
"11749279_a_at";"Rho GTPase activating protein 9";"ARHGAP9";"64333";-0,81381884868229;6,82407111286502;-4,17411038338335;0,000278393277563417;"1.111e-03";0,168562937741958
"11743362_s_at";"adenylosuccinate synthase";"ADSS";"159";1,16457641304625;7,20062394713421;4,17365869107529;0,000278728309549681;"1.112e-03";0,167405401553533
"11762782_a_at";"ribosomal protein L18a";"RPL18A";"6142";-0,778772703024053;6,6055436450958;-4,17344179639509;0,0002788893275918;"1.112e-03";0,166849581794665
"11747216_at";"GSQS6193";"LOC100130071";"100130071";-0,660467291831487;6,97989752773172;-4,17249666604969;0,000279592046291031;"1.114e-03";0,164427632989055
"11717908_s_at";"family with sequence similarity 136, member A";"FAM136A";"84908";0,704056307276876;8,25445330192493;4,1719492071926;0,000279999890359596;"1.115e-03";0,163024788500177
"11748387_at";"vegetative cell wall protein gp1";"PP13";"100129503";-0,750757680829182;7,14510367825678;-4,17182624022482;0,000280091578717464;"1.115e-03";0,16270969483517
"11715428_x_at";"ADP-ribosylation factor 4";"ARF4";"378";0,682152578094625;9,49696573692265;4,17132582310945;0,000280465012951761;"1.116e-03";0,161427432154093
"11754254_a_at";"MAP7 domain containing 2";"MAP7D2";"256714";0,724123815773902;9,02577097927156;4,17077349138238;0,000280877759566996;"1.118e-03";0,160012179130093
"11735341_s_at";"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1";"TANC1";"85461";0,778980633184506;6,01443284053352;4,16984379338542;0,000281573860650058;"1.120e-03";0,157630074394636
"11731529_at";"solute carrier family 17 (vesicular glutamate transporter), member 6";"SLC17A6";"57084";0,846619735942166;6,5201617895083;4,16960997432228;0,000281749198238486;"1.120e-03";0,157030991424463
"11731268_a_at";"nucleoporin 98kDa";"NUP98";"4928";0,987577338230341;6,19339617375109;4,16917461314819;0,000282075956942779;"1.121e-03";0,15591554194513
"11731954_a_at";"carcinoembryonic antigen-related cell adhesion molecule 19";"CEACAM19";"56971";-0,777814574901202;7,68516730476308;-4,16906111464749;0,000282161204346636;"1.121e-03";0,155624748431813
"11746424_a_at";"zinc finger and SCAN domain containing 2";"ZSCAN2";"54993";-1,04218076484068;6,16800370348053;-4,16847827832972;0,000282599367168923;"1.122e-03";0,15413149314025
"11755492_a_at";"succinate-CoA ligase, ADP-forming, beta subunit";"SUCLA2";"8803";0,928839641238456;9,51598697970618;4,16809354648555;0,00028288896801501;"1.123e-03";0,153145813754626
"11743841_at";"phosphatidylinositol-specific phospholipase C, X domain containing 2";"PLCXD2";"257068";1,47888120822945;6,89736211852853;4,16778819564441;0,0002831190248068;"1.123e-03";0,15236352050465
"11726417_x_at";"abl-interactor 1";"ABI1";"10006";0,825858986437773;9,35032440817501;4,16662440447478;0,000283997542407875;"1.125e-03";0,149382050535381
"11729065_at";"signal peptide peptidase like 2C";"SPPL2C";"162540";-0,66682737521651;6,68826467407066;-4,16681617579749;0,00028385259374766;"1.125e-03";0,149873330509451
"11734682_a_at";"proteasome subunit alpha 7";"PSMA7";"5688";0,846677460931659;10,9729914712238;4,16675679601836;0,000283897467613358;"1.125e-03";0,149721210852964
"11752581_x_at";"gamma-glutamyltransferase 6";"GGT6";"124975";-0,770312753058058;7,26121629812762;-4,16601763936741;0,000284456642475651;"1.127e-03";0,147827668433058
"11762565_at";"ankyrin repeat domain 20 family, member A5, pseudogene";"ANKRD20A5P";"440482";-0,993174643759038;7,74455080826997;-4,16479045010272;0,000285387420421072;"1.130e-03";0,144684049725451
"11744312_a_at";"oncoprotein induced transcript 3";"OIT3";"170392";-0,845094190422534;6,55617422775784;-4,1634840836278;0,000286381558680764;"1.133e-03";0,141337808590658
"11733794_at";"syntaxin 7";"STX7";"8417";0,591095625722442;9,71747127358243;4,16258456774902;0,000287068074321249;"1.135e-03";0,139033830896133
"11753016_a_at";"centrosomal protein 250kDa";"CEP250";"11190";-0,877351535692733;7,40900794149751;-4,16225970632986;0,000287316409907518;"1.135e-03";0,138201770370489
"11753025_a_at";"tumor necrosis factor receptor superfamily, member 1B";"TNFRSF1B";"7133";-0,754994894399188;5,9737381482365;-4,16212907953309;0,00028741632549227;"1.135e-03";0,137867202410591
"11761955_s_at";"YjeF N-terminal domain containing 3";"YJEFN3";"374887";-1,08202425249869;9,28707848604072;-4,1621182543447;0,000287424607148633;"1.135e-03";0,13783947648391
"11743687_s_at";"high mobility group box 2";"HMGB2";"3148";1,12481912192398;6,64763438899587;4,16106932549333;0,000288228194629298;"1.138e-03";0,135152983751938
"11739275_x_at";"p21 protein (Cdc42/Rac)-activated kinase 2";"PAK2";"5062";-0,65506189858016;9,3463395333558;-4,160859792347;0,0002883889844141;"1.138e-03";0,134616348325379
"11722168_a_at";"CSE1 chromosome segregation 1-like (yeast)";"CSE1L";"1434";0,660024687563132;9,55489318721979;4,16044698051895;0,000288706023848914;"1.139e-03";0,133559111487436
"11756418_a_at";"MYST/Esa1-associated factor 6";"MEAF6";"64769";0,871009986147643;9,56864203292014;4,16058685516726;0,000288598561578276;"1.139e-03";0,133917336851439
"11727786_x_at";"calcyclin binding protein";"CACYBP";"27101";0,94150879411367;9,90911412573767;4,15781951014165;0,000290732007846155;"1.146e-03";0,126830484988054
"11736552_a_at";"kelch-like family member 36";"KLHL36";"79786";-0,627567579341473;7,34196786511498;-4,15739072719072;0,000291063963485597;"1.147e-03";0,125732505261179
"11722804_x_at";"polypyrimidine tract binding protein 2";"PTBP2";"58155";0,863777917776428;9,53023027174841;4,15712143800959;0,000291272633491428;"1.147e-03";0,125042950998165
"11716212_a_at";"3-hydroxyisobutyrate dehydrogenase";"HIBADH";"11112";1,01978192265123;7,94215013283175;4,15656814593132;0,000291701838994496;"1.149e-03";0,123626193819208
"11737175_at";"WNK lysine deficient protein kinase 1";"WNK1";"65125";-0,956883383712029;9,28894362645259;-4,15524953443021;0,000292727246867367;"1.152e-03";0,120249915021987
"11721764_a_at";"adrenergic, beta, receptor kinase 2";"ADRBK2";"157";-0,834463664777262;9,77639352789446;-4,15329269572454;0,000294255534503635;"1.158e-03";0,115239862947721
"11720404_at";"ephrin-B2";"EFNB2";"1948";0,705847596333731;8,71993175247978;4,15278505673251;0,000294653285724758;"1.158e-03";0,113940242966974
"11741875_x_at";"AKT interacting protein";"AKTIP";"64400";0,827935644939431;7,83821498730146;4,15275350416492;0,000294678025686464;"1.158e-03";0,113859465457278
"11763796_at";"EPH receptor B1";"EPHB1";"2047";-1,03430633178529;5,96347823127751;-4,15260953232544;0,000294790938199021;"1.158e-03";0,113490885710363
"11757430_s_at";"transmembrane p24 trafficking protein 5";"TMED5";"50999";0,935215238321774;7,32731377337371;4,15223518043579;0,000295084730523021;"1.159e-03";0,112532526089358
"11758532_s_at";"intraflagellar transport 57";"IFT57";"55081";0,98766927365774;8,26412311269762;4,1514490206915;0,000295702652629225;"1.161e-03";0,110519974140444
"11758254_s_at";"sorcin";"SRI";"6717";0,959056136832769;9,08145954985378;4,15111004187543;0,00029596948448272;"1.161e-03";0,109652219311657
"11722803_s_at";"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1";"GNAI1";"2770";0,992973226462032;7,8902107510041;4,14980720883795;0,000296997243289251;"1.164e-03";0,106317218222434
"11744109_a_at";"zinc finger CCCH-type containing 15";"ZC3H15";"55854";0,778682102664515;9,28969908363164;4,14981458627987;0,000296991413572647;"1.164e-03";0,10633610245688
"11751322_a_at";"patched 1";"PTCH1";"5727";-0,965289979364361;7,83531256032189;-4,14924602615768;0,000297441026074788;"1.166e-03";0,10488076378401
"11725945_x_at";"tubulointerstitial nephritis antigen-like 1";"TINAGL1";"64129";-0,686757526959855;8,12611537230442;-4,14748256482276;0,000298839837698306;"1.170e-03";0,100367101857352
"11754869_s_at";"zinc finger protein 267";"ZNF267";"10308";0,860392270334494;4,66561976568328;4,14766744827264;0,000298692880165317;"1.170e-03";0,100840301556647
"11762789_at";"uncharacterized LOC100128818";"LPEQ6126";"100128818";-0,700642869678133;5,49127688215306;-4,14755940763107;0,000298778749305522;"1.170e-03";0,100563776563786
"11749994_a_at";"CD300 molecule-like family member g";"CD300LG";"146894";-0,728123234470568;7,1665400098871;-4,14703128609402;0,000299198843734484;"1.171e-03";0,0992120949931268
"11759702_at";"lipocalin 12";"LCN12";"286256";-1,00969784562093;9,57755847375038;-4,14643196750287;0,000299676278682832;"1.172e-03";0,0976782327937116
"11752719_a_at";"DEAH (Asp-Glu-Ala-His) box polypeptide 34";"DHX34";"9704";-0,792020500386171;8,60207036981887;-4,14573076305849;0,000300235834333287;"1.174e-03";0,0958836665504643
"11749558_a_at";"cytochrome P450, family 4, subfamily F, polypeptide 8";"CYP4F8";"11283";-0,712153637884282;6,69515622369363;-4,14432084364554;0,000301364064667301;"1.178e-03";0,0922754984883767
"11758131_s_at";"necdin-like 2, SMC5-SMC6 complex component";"NDNL2";"56160";0,761866758166472;7,78732477170976;4,14218311037143;0,000303082691398034;"1.184e-03";0,0868052340219529
"11716508_at";"cullin 3";"CUL3";"8452";1,00582969978261;6,24987785697421;4,14180288882353;0,00030338938225305;"1.185e-03";0,0858323417551858
"11727908_a_at";"engulfment and cell motility 3";"ELMO3";"79767";-0,584245725176998;6,37998010595234;-4,14064503220133;0,000304325211297824;"1.188e-03";0,0828697867487129
"11753577_a_at";"antizyme inhibitor 2";"AZIN2";"113451";-1,0105076634349;8,18082368654566;-4,14038996472295;0,000304531750608908;"1.188e-03";0,0822171798488425
"11717250_a_at";"NEDD8 activating enzyme E1 subunit 1";"NAE1";"8883";0,790255889121344;10,4820016248687;4,13970418998857;0,000305087739209121;"1.190e-03";0,0804626207112866
"11751877_at";"zinc finger protein 236";"ZNF236";"7776";0,885903762850949;6,02931209061319;4,13937292691226;0,000305356668165443;"1.190e-03";0,0796151031642802
"11730974_x_at";"cystatin SA";"CST2";"1470";-0,738096720200766;6,60212990308112;-4,13921522697714;0,000305484775786152;"1.190e-03";0,079211641795621
"11727127_at";"tyrosinase-related protein 1";"TYRP1";"7306";0,715766586119782;4,60969083921952;4,13893104882697;0,000305715762076052;"1.191e-03";0,0784846049818997
"11722565_a_at";"golgi phosphoprotein 3 (coat-protein)";"GOLPH3";"64083";0,814361425576319;8,57878742565252;4,1380043651757;0,000306470190112558;"1.193e-03";0,0761138631233136
"11730857_at";"zinc finger, C2HC-type containing 1A";"ZC2HC1A";"51101";0,823005036819259;7,31617748247412;4,13768685075677;0,000306729106401075;"1.194e-03";0,0753015884725547
"11740340_at";"coagulation factor II (thrombin) receptor-like 3";"F2RL3";"9002";-0,749744489990976;8,20692029394289;-4,13747436695183;0,000306902496404089;"1.194e-03";0,0747580133090144
"11751786_a_at";"cornulin";"CRNN";"49860";-0,707374453554585;7,1161382302255;-4,13737797541378;0,000306981185272968;"1.194e-03";0,0745114267666649
"11727975_a_at";"aldehyde dehydrogenase 8 family, member A1";"ALDH8A1";"64577";-0,741977305729613;6,35011257967219;-4,13578861561033;0,000308281529769059;"1.197e-03";0,0704457335344575
"11737030_at";"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7";"SLC9A7";"84679";-0,678828182296543;8,43028624822922;-4,13599618434999;0,000308111397795466;"1.197e-03";0,0709766907172327
"11740867_a_at";"BTB (POZ) domain containing 19";"BTBD19";"149478";-0,644238579209906;5,70457110776909;-4,13585714321937;0,000308225351433741;"1.197e-03";0,0706210253495474
"11716989_s_at";"proline-rich nuclear receptor coactivator 2";"PNRC2";"55629";1,29051827488727;8,49352727641883;4,13531262695733;0,000308672020263022;"1.198e-03";0,069228183524574
"11737355_at";"FXYD domain containing ion transport regulator 2";"FXYD2";"486";-0,877046673914633;8,07896794581629;-4,135125341476;0,00030882579897933;"1.198e-03";0,0687491265229108
"11741437_s_at";"SPRY domain containing 7";"SPRYD7";"57213";0,783684391729127;8,95955645211293;4,13529764747328;0,000308684317023159;"1.198e-03";0,0691898673813975
"11758176_s_at";"ATPase, class V, type 10D";"ATP10D";"57205";0,978944843962109;5,89494222975852;4,13506519747158;0,000308875198822243;"1.198e-03";0,0685952852868077
"11734122_x_at";"tonsoku-like, DNA repair protein";"TONSL";"4796";-0,611074647467603;7,27431837955509;-4,13410131794236;0,000309667955846975;"1.200e-03";0,0661298582055725
"11718678_a_at";"presenilin 1";"PSEN1";"5663";0,741810960419926;8,8628220927874;4,13307736370218;0,000310512323373196;"1.202e-03";0,0635109001035907
"11760446_a_at";"endo-beta-N-acetylglucosaminidase";"ENGASE";"64772";-0,988166102472533;6,25372248487604;-4,13319346080025;0,000310416473857805;"1.202e-03";0,0638078338669219
"11718540_at";"transmembrane protein 243, mitochondrial";"TMEM243";"79161";0,905511720171296;4,75354218904471;4,13260109209572;0,000310905838171381;"1.203e-03";0,0622927900679811
"11738825_a_at";"protocadherin alpha 5";"PCDHA5";"56143";-0,658576279742496;9,20420709160061;-4,13261321764748;0,000310895813444907;"1.203e-03";0,0623238019649683
"11739088_at";"mesoderm development candidate 2";"MESDC2";"23184";0,910571656869593;8,01820380207288;4,13280729616341;0,000310735403642111;"1.203e-03";0,0628201730907199
"11738089_at";"chromosome 5 open reading frame 56";"C5orf56";"441108";-1,1670961163371;7,21242434031492;-4,1317540604539;0,000311606906998408;"1.204e-03";0,0601264971311659
"11744578_s_at";"DnaJ (Hsp40) homolog, subfamily C, member 10";"DNAJC10";"54431";1,15129800272966;5,74359069310221;4,13168104933061;0,000311667409674467;"1.204e-03";0,0599397746350094
"11757486_s_at";"nitrilase 1";"NIT1";"4817";0,658987029254379;6,90049570873813;4,13189454971137;0,000311490519339207;"1.204e-03";0,0604857936733882
"11757669_s_at";"peptidylprolyl isomerase (cyclophilin)-like 1";"PPIL1";"51645";0,720925945786338;9,17791121091754;4,13113153886276;0,000312123149016702;"1.205e-03";0,0585344493598985
"11715961_a_at";"actin-related protein 10 homolog (S. cerevisiae)";"ACTR10";"55860";0,834490297505051;9,94128603768419;4,13046433324171;0,000312677384105967;"1.207e-03";0,0568281806447395
"11722591_s_at";"B-cell receptor-associated protein 29";"BCAP29";"55973";1,05446935625277;7,82695668055213;4,12974416163627;0,000313276707675771;"1.209e-03";0,0549865238020351
"11732531_s_at";"NEDD4 binding protein 2-like 1";"N4BP2L1";"90634";1,0512450876166;7,47822515550808;4,12945913474856;0,000313514218961246;"1.209e-03";0,0542576578550822
"11735056_x_at";"zinc finger protein 785";"ZNF785";"146540";-0,786842352254754;5,07646475635353;-4,1292389376598;0,000313697829681254;"1.209e-03";0,0536945806746623
"11718716_s_at";"polycystic kidney disease 1 (autosomal dominant)";"PKD1";"5310";-0,707926643731508;11,6582790314331;-4,12882188358708;0,000314045880095914;"1.210e-03";0,052628127449168
"11728570_at";"zinc finger protein, FOG family member 2";"ZFPM2";"23414";0,982379445280555;6,8388948660417;4,12780128095424;0,000314899228144636;"1.213e-03";0,0500184277768261
"11729422_a_at";"popeye domain containing 3";"POPDC3";"64208";0,85565352874023;8,38560585591889;4,1275005896911;0,000315151079018054;"1.213e-03";0,0492495800968902
"11761112_at";"G-patch domain containing 4";"GPATCH4";"54865";-0,965064081849199;7,69177666567828;-4,12738753728137;0,000315245820097917;"1.213e-03";0,0489605155520145
"11744754_a_at";"DIS3 like 3'-5' exoribonuclease 2";"DIS3L2";"129563";-0,712290787372133;9,39339721781278;-4,12679950385369;0,000315739062298476;"1.215e-03";0,0474569949062316
"11760872_at";"tumor necrosis factor receptor superfamily, member 1A";"TNFRSF1A";"7132";-0,886933950303339;6,81631348091959;-4,12647047563471;0,000316015383432342;"1.215e-03";0,0466157342988343
"11733673_a_at";"transmembrane protein with metallophosphoesterase domain";"TMPPE";"643853";-0,889606489904894;9,41813048701782;-4,12608771584451;0,00031633712932788;"1.216e-03";0,0456371100608051
"11752908_a_at";"transcription elongation factor A (SII), 1";"TCEA1";"6917";0,72161175376084;6,36382657219018;4,12570972078476;0,000316655187444055;"1.217e-03";0,0446706865200399
"11719381_a_at";"presenilin enhancer gamma secretase subunit";"PSENEN";"55851";1,33254298442858;9,53883828842366;4,12519965861177;0,00031708487195175;"1.218e-03";0,0433666347960369
"11734933_s_at";"serine/arginine-rich splicing factor 2";"SRSF2";"6427";1,03005643072166;9,61973295277009;4,12502594243032;0,000317231344615715;"1.218e-03";0,0429225105107811
"11758981_a_at";"nuclear transport factor 2";"NUTF2";"10204";0,69839000852911;8,38408687640938;4,12468433898325;0,000317519570041675;"1.219e-03";0,0420491754980477
"11717983_a_at";"geranylgeranyl diphosphate synthase 1";"GGPS1";"9453";-0,608611606538153;8,88847942547752;-4,12346424638446;0,000318551126817061;"1.222e-03";0,0389300390422012
"11722124_a_at";"ring finger protein 219";"RNF219";"79596";0,824200106006215;6,74548930684431;4,12330354536007;0,00031868724175778;"1.222e-03";0,0385192251284465
"11717579_s_at";"VPS26 retromer complex component A";"VPS26A";"9559";0,887798291462074;6,69556162824264;4,12287696725412;0,000319048835117593;"1.223e-03";0,0374287427799418
"11721837_a_at";"myosin light chain kinase";"MYLK";"4638";0,852226380832962;6,79308072869231;4,12217288882122;0,000319646540757439;"1.224e-03";0,0356289241145307
"11725071_at";"jade family PHD finger 1";"JADE1";"79960";0,81688109272717;6,3889140798458;4,12228844898172;0,000319548363749334;"1.224e-03";0,0359243233761992
"11740911_x_at";"lactate dehydrogenase A-like 6A";"LDHAL6A";"160287";-0,803799035196102;4,77486701607512;-4,1220912340865;0,000319715930523268;"1.224e-03";0,0354201962248801
"11722920_s_at";"dolichyldiphosphatase 1";"DOLPP1";"57171";0,716564192951975;7,90832834645102;4,12113833382806;0,000320526800447379;"1.226e-03";0,0329844321430155
"11727087_a_at";"6-pyruvoyltetrahydropterin synthase";"PTS";"5805";1,35817384903259;9,61073367864804;4,12137561554973;0,000320324696057762;"1.226e-03";0,0335909508775272
"11741678_a_at";"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2";"SERPINE2";"5270";0,98548675325247;7,56229719858452;4,12108131780609;0,000320575382524666;"1.226e-03";0,0328386938689817
"11730408_a_at";"chromosome 19 open reading frame 33";"C19orf33";"64073";-0,613791333676959;6,56354749115801;-4,11825104720527;0,000322996151919406;"1.235e-03";0,0256047860732718
"11715949_s_at";"potassium channel tetramerization domain containing 12";"KCTD12";"115207";0,807549646281708;8,05653828713521;4,11787400272233;0,000323320002454849;"1.235e-03";0,0246411737815713
"11762800_a_at";"zinc finger protein 496";"ZNF496";"84838";-1,10284600073009;6,42301254958107;-4,11662607624101;0,000324394157688808;"1.239e-03";0,0214519805306361
"11755542_a_at";"zinc finger protein 671";"ZNF671";"79891";0,665896070914329;8,16280791352295;4,11571549978273;0,000325180160584026;"1.241e-03";0,019125044513677
"11758513_s_at";"spen family transcriptional repressor";"SPEN";"23013";-0,764395472190806;8,89246838133343;-4,11575712067387;0,000325144192769312;"1.241e-03";0,0192314024256923
"11737781_a_at";"armadillo repeat containing, X-linked 2";"ARMCX2";"9823";0,969137417564478;8,24017097325456;4,11482293902951;0,000325952436975538;"1.243e-03";0,0168442514129055
"11734172_a_at";"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7";"HSD3B7";"80270";-0,720927993802015;6,72158388177299;-4,11389898167917;0,000326753786019218;"1.246e-03";0,0144833386720986
"11752439_s_at";"melanoma inhibitory activity family, member 3";"MIA3";"375056";0,727621851679954;6,95737693887471;4,11213385959951;0,000328290088096709;"1.251e-03";0,00997337581680036
"11757984_s_at";"RAD17 checkpoint clamp loader component";"RAD17";"5884";0,715541745173356;9,66275341067305;4,11155175935873;0,000328798289990462;"1.253e-03";0,00848617385104955
"11736025_s_at";"mediator complex subunit 28";"MED28";"80306";1,00788899914552;8,17873533788689;4,11088549462285;0,000329380924719785;"1.254e-03";0,00678399524444462
"11718322_at";"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2";"ACAP2";"23527";1,01650911637749;5,39468494189342;4,11048360637319;0,000329732860303561;"1.255e-03";0,00575727593260122
"11739317_at";"mitogen-activated protein kinase kinase kinase 2";"MAP3K2";"10746";-0,719606191366637;8,79845279785205;-4,11035375201832;0,000329846653741714;"1.255e-03";0,00542553655543809
"11740729_x_at";"keratin associated protein 5-8";"KRTAP5-8";"57830";-0,701078051811469;5,62539333422667;-4,10975506784909;0,00033037179173225;"1.257e-03";0,00389610456384482
"11745421_a_at";"BH3 interacting domain death agonist";"BID";"637";0,597181272850198;9,15548474725597;4,10866088341005;0,000331333692784073;"1.260e-03";0,00110096132201409
"11748629_a_at";"interferon-related developmental regulator 1";"IFRD1";"3475";0,774138373711917;8,48053902132943;4,10843063622379;0,000331536455592629;"1.260e-03";0,000512804556385582
"11730012_s_at";"kelch repeat and BTB (POZ) domain containing 8";"KBTBD8";"84541";0,918203571066978;5,65692142175364;4,10759414104081;0,000332274130414244;"1.262e-03";-0,00162392866572425
"11730370_a_at";"eukaryotic translation initiation factor 4E family member 3";"EIF4E3";"317649";1,05658537188476;7,89912300323717;4,10767883301086;0,000332199369986037;"1.262e-03";-0,00140759669947599
"11718864_s_at";"SEC63 homolog, protein translocation regulator";"SEC63";"11231";0,669051710650461;8,32944956407915;4,10722631101598;0,000332599018975371;"1.263e-03";-0,00256348014893426
"11733266_a_at";"phosphoinositide-interacting regulator of transient receptor potential channels";"PIRT";"644139";-0,707656042516829;5,85067421033888;-4,10694510119068;0,000332847611068388;"1.263e-03";-0,00328176489239063
"11717456_x_at";"neuroligin 2";"NLGN2";"57555";-0,65350536201782;7,50916364654145;-4,10600944551229;0,000333676060256423;"1.266e-03";-0,00567160363694175
"11755906_a_at";"family with sequence similarity 135, member A";"FAM135A";"57579";0,841930258341344;7,74596375602559;4,10479209016021;0,000334756979282638;"1.269e-03";-0,00878078316837883
"11749392_a_at";"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1";"ATP5C1";"509";0,773142762187828;10,8271237632247;4,10459973855362;0,000334928088759747;"1.269e-03";-0,00927203982190683
"11721449_a_at";"eukaryotic translation termination factor 1";"ETF1";"2107";0,958588940490809;8,74973953890327;4,10418747812801;0,000335295112487072;"1.270e-03";-0,0103249164644961
